id,stage,datetime,tags,type,task_id,worker_id,answers
391,substitutions,1465221783,,answer,48,3,путь
493,substitutions,1465231718,,answer,48,6,путь
167,substitutions,1465220578,,answer,49,2,
213,substitutions,1465220819,,answer,49,3,проход
469,substitutions,1465231478,,answer,49,6,проход
166,substitutions,1465220571,,answer,50,2,направление
174,substitutions,1465220630,,answer,50,3,направление
457,substitutions,1465231304,,answer,50,6,направление
144,substitutions,1465220412,,answer,51,2,
309,substitutions,1465221254,,answer,51,3,
514,substitutions,1465231953,,answer,51,6,тропа
138,substitutions,1465220295,,answer,52,2,маршрут
314,substitutions,1465221283,,answer,52,3,маршрут
615,substitutions,1465233063,,answer,52,6,маршрут
178,substitutions,1465220644,,answer,53,2,
348,substitutions,1465221519,,answer,53,3,
505,substitutions,1465231855,,answer,53,6,
17,substitutions,1465218894,,answer,54,2,
401,substitutions,1465222100,,answer,54,3,
608,substitutions,1465232969,,answer,54,6,
3,substitutions,1465218653,,answer,55,2,
337,substitutions,1465221450,,answer,55,3,
508,substitutions,1465231889,,answer,55,6,
180,substitutions,1465220655,,answer,56,2,маршрут
294,substitutions,1465221168,,answer,56,3,система|схема|маршрут
459,substitutions,1465231335,,answer,56,6,система
54,substitutions,1465219393,,answer,57,2,
332,substitutions,1465221415,,answer,57,3,
555,substitutions,1465232410,,answer,57,6,средство
148,substitutions,1465220448,,answer,58,2,
256,substitutions,1465221025,,answer,58,4,
430,substitutions,1465222331,,answer,58,3,
641,substitutions,1465233499,,answer,58,6,
61,substitutions,1465219457,,answer,59,2,
236,substitutions,1465220942,,answer,59,3,
504,substitutions,1465231847,,answer,59,6,проход
1,substitutions,1465217923,,skip,60,1,
170,substitutions,1465220602,,answer,60,2,
272,substitutions,1465221101,,answer,60,3,
503,substitutions,1465231835,,answer,60,6,метод|проезд|способ
74,substitutions,1465219602,,answer,61,2,
295,substitutions,1465221174,,answer,61,3,
529,substitutions,1465232088,,answer,61,6,
197,substitutions,1465220741,,answer,62,2,
258,substitutions,1465221042,,answer,62,4,
442,substitutions,1465222396,,answer,62,3,
630,substitutions,1465233386,,answer,62,6,
98,substitutions,1465219957,,answer,63,2,ход
410,substitutions,1465222168,,answer,63,3,
454,substitutions,1465231259,,answer,63,6,
90,substitutions,1465219891,,answer,64,2,
336,substitutions,1465221442,,answer,64,3,
472,substitutions,1465231511,,answer,64,6,система
158,substitutions,1465220515,,answer,65,2,
406,substitutions,1465222146,,answer,65,3,
456,substitutions,1465231287,,answer,65,6,
173,substitutions,1465220623,,answer,66,2,
373,substitutions,1465221662,,answer,66,3,
537,substitutions,1465232196,,answer,66,6,
114,substitutions,1465220162,,answer,67,2,
297,substitutions,1465221177,,answer,67,3,
561,substitutions,1465232458,,answer,67,6,проход
126,substitutions,1465220226,,answer,68,3,
266,substitutions,1465221079,,skip,68,4,
273,substitutions,1465221104,,answer,68,2,
470,substitutions,1465231485,,answer,68,6,
82,substitutions,1465219747,,answer,69,2,
261,substitutions,1465221065,,answer,69,3,
499,substitutions,1465231782,,answer,69,6,
105,substitutions,1465220028,,answer,70,2,
335,substitutions,1465221436,,answer,70,3,
578,substitutions,1465232602,,answer,70,6,
60,substitutions,1465219446,,answer,71,2,
375,substitutions,1465221685,,answer,71,3,
460,substitutions,1465231352,,answer,71,6,порядок
163,substitutions,1465220549,,answer,72,2,
286,substitutions,1465221136,,answer,72,4,
434,substitutions,1465222356,,answer,72,3,
620,substitutions,1465233318,,answer,72,6,
15,substitutions,1465218845,,answer,73,2,
359,substitutions,1465221586,,answer,73,3,
528,substitutions,1465232085,,answer,73,6,
141,substitutions,1465220389,,answer,74,2,
385,substitutions,1465221752,,answer,74,3,
473,substitutions,1465231518,,answer,74,6,
55,substitutions,1465219401,,answer,75,2,
264,substitutions,1465221076,,answer,75,3,
481,substitutions,1465231607,,answer,75,6,
100,substitutions,1465219968,,answer,76,2,
387,substitutions,1465221765,,answer,76,3,
600,substitutions,1465232794,,answer,76,6,
172,substitutions,1465220616,,answer,77,2,дорога
390,substitutions,1465221777,,answer,77,3,
506,substitutions,1465231864,,answer,77,6,поездка
34,substitutions,1465219128,,answer,78,2,
323,substitutions,1465221360,,answer,78,3,
571,substitutions,1465232542,,answer,78,6,
204,substitutions,1465220768,,answer,79,3,путешествие|рейс
214,substitutions,1465220822,,answer,79,2,
573,substitutions,1465232556,,answer,79,6,путешествие
9,substitutions,1465218751,,answer,80,2,маршрут
370,substitutions,1465221648,,answer,80,3,маршрут
605,substitutions,1465232847,,skip,80,6,
134,substitutions,1465220266,,answer,81,3,следование
242,substitutions,1465220959,,answer,81,2,
562,substitutions,1465232474,,answer,81,6,следование
68,substitutions,1465219542,,answer,82,2,
313,substitutions,1465221278,,answer,82,3,траектория
452,substitutions,1465231235,,answer,82,6,траектория|шествие
108,substitutions,1465220058,,answer,83,2,
377,substitutions,1465221694,,answer,83,3,
581,substitutions,1465232628,,answer,83,6,
162,substitutions,1465220544,,answer,84,2,курс
222,substitutions,1465220845,,answer,84,3,курс
224,substitutions,1465220849,,answer,84,4,курс
637,substitutions,1465233445,,answer,84,6,
118,substitutions,1465220181,,answer,85,3,
245,substitutions,1465220968,,answer,85,4,
285,substitutions,1465221135,,answer,85,2,
634,substitutions,1465233436,,answer,85,6,
76,substitutions,1465219622,,answer,86,2,
345,substitutions,1465221505,,answer,86,3,
485,substitutions,1465231635,,answer,86,6,
39,substitutions,1465219222,,answer,87,2,
290,substitutions,1465221154,,answer,87,4,дорожка
423,substitutions,1465222288,,answer,87,3,
632,substitutions,1465233423,,answer,87,6,
44,substitutions,1465219278,,answer,88,2,
251,substitutions,1465221000,,answer,88,4,
422,substitutions,1465222284,,answer,88,3,
650,substitutions,1465233581,,answer,88,6,маршрут
6,substitutions,1465218708,,answer,89,2,
299,substitutions,1465221183,,answer,89,3,
546,substitutions,1465232292,,answer,89,6,полотно
194,substitutions,1465220730,,answer,90,3,
218,substitutions,1465220836,,answer,90,2,
614,substitutions,1465233055,,answer,90,6,
122,substitutions,1465220209,,answer,91,3,
276,substitutions,1465221110,,answer,91,2,
453,substitutions,1465231247,,answer,91,6,
21,substitutions,1465218952,,answer,92,2,
356,substitutions,1465221571,,answer,92,3,
482,substitutions,1465231613,,answer,92,6,
101,substitutions,1465220001,,answer,93,2,
325,substitutions,1465221372,,answer,93,3,
535,substitutions,1465232137,,answer,93,6,
142,substitutions,1465220396,,answer,94,2,
307,substitutions,1465221245,,answer,94,3,
516,substitutions,1465231972,,answer,94,6,
38,substitutions,1465219213,,answer,95,2,
262,substitutions,1465221066,,answer,95,4,втулка
424,substitutions,1465222291,,answer,95,3,
623,substitutions,1465233337,,answer,95,6,
106,substitutions,1465220034,,answer,96,2,
288,substitutions,1465221145,,answer,96,4,
433,substitutions,1465222353,,answer,96,3,
627,substitutions,1465233365,,answer,96,6,
28,substitutions,1465219063,,answer,97,2,
226,substitutions,1465220872,,answer,97,4,
418,substitutions,1465222262,,answer,97,3,
648,substitutions,1465233567,,answer,97,6,реалия
7,substitutions,1465218726,,answer,98,2,
280,substitutions,1465221121,,answer,98,4,
440,substitutions,1465222390,,answer,98,3,
628,substitutions,1465233373,,answer,98,6,
45,substitutions,1465219288,,answer,99,2,
319,substitutions,1465221330,,answer,99,3,
455,substitutions,1465231270,,answer,99,6,
196,substitutions,1465220737,,answer,100,3,
216,substitutions,1465220831,,answer,100,2,
497,substitutions,1465231757,,answer,100,6,факт
85,substitutions,1465219856,,answer,101,2,
292,substitutions,1465221162,,answer,101,4,
417,substitutions,1465222255,,answer,101,3,
649,substitutions,1465233571,,answer,101,6,
24,substitutions,1465218986,,answer,102,2,
404,substitutions,1465222135,,answer,102,3,
588,substitutions,1465232684,,answer,102,6,
200,substitutions,1465220751,,answer,103,2,
372,substitutions,1465221658,,answer,103,3,
492,substitutions,1465231707,,answer,103,6,
70,substitutions,1465219553,,answer,104,2,
364,substitutions,1465221617,,answer,104,3,
480,substitutions,1465231600,,answer,104,6,
87,substitutions,1465219871,,answer,105,2,
346,substitutions,1465221509,,answer,105,3,
594,substitutions,1465232744,,answer,105,6,изделие
159,substitutions,1465220520,,answer,106,2,
358,substitutions,1465221582,,answer,106,3,
602,substitutions,1465232810,,answer,106,6,
71,substitutions,1465219560,,answer,107,2,
316,substitutions,1465221315,,answer,107,3,
515,substitutions,1465231964,,answer,107,6,
103,substitutions,1465220014,,answer,108,2,
396,substitutions,1465221809,,answer,108,3,
536,substitutions,1465232190,,answer,108,6,
67,substitutions,1465219536,,answer,109,2,
327,substitutions,1465221384,,answer,109,3,
606,substitutions,1465232948,,answer,109,6,
50,substitutions,1465219334,,skip,110,2,
205,substitutions,1465220779,,answer,110,3,
446,substitutions,1465231107,,answer,110,6,
86,substitutions,1465219865,,answer,111,2,объект
302,substitutions,1465221207,,answer,111,3,объект
527,substitutions,1465232080,,answer,111,6,объект
48,substitutions,1465219323,,answer,112,2,
317,substitutions,1465221319,,answer,112,3,материал
467,substitutions,1465231451,,answer,112,6,материал
165,substitutions,1465220564,,answer,113,2,
363,substitutions,1465221610,,answer,113,3,продукт
593,substitutions,1465232734,,answer,113,6,продукт
94,substitutions,1465219917,,answer,114,2,
378,substitutions,1465221701,,answer,114,3,
494,substitutions,1465231728,,answer,114,6,изделие|утварь
95,substitutions,1465219926,,answer,115,2,вещь
383,substitutions,1465221742,,answer,115,3,вещь|имущество
532,substitutions,1465232115,,answer,115,6,вещь|имущество
153,substitutions,1465220493,,answer,116,2,
217,substitutions,1465220833,,answer,116,3,пожитки|безделушка
575,substitutions,1465232572,,answer,116,6,пожитки
117,substitutions,1465220175,,answer,117,2,
298,substitutions,1465221181,,answer,117,4,
441,substitutions,1465222393,,answer,117,3,
644,substitutions,1465233517,,answer,117,6,
199,substitutions,1465220746,,answer,118,2,
260,substitutions,1465221052,,answer,118,4,хрень
437,substitutions,1465222373,,answer,118,3,хрень|поеботина|хуетень|шняга|утварь|херня
635,substitutions,1465233438,,answer,118,6,
97,substitutions,1465219940,,answer,119,2,
249,substitutions,1465220988,,answer,119,4,
427,substitutions,1465222312,,answer,119,3,фигатень|хреновина|поебень|фиговина|срань
624,substitutions,1465233342,,answer,119,6,
35,substitutions,1465219155,,answer,120,2,предмет
334,substitutions,1465221430,,answer,120,3,штучка|нечто|предмет|херь|штуковина
617,substitutions,1465233279,,answer,120,6,предмет
185,substitutions,1465220685,,answer,121,3,фигня|хуйня|штука|безделушка|хуёвина
255,substitutions,1465221024,,answer,121,2,
538,substitutions,1465232207,,answer,121,6,
146,substitutions,1465220431,,answer,122,2,вещица
305,substitutions,1465221229,,answer,122,3,материя|хренотень|вещица
576,substitutions,1465232582,,answer,122,6,что-то
191,substitutions,1465220720,,answer,123,3,
278,substitutions,1465221116,,answer,123,2,
551,substitutions,1465232347,,answer,123,6,утварь
40,substitutions,1465219228,,answer,124,2,
388,substitutions,1465221768,,answer,124,3,
448,substitutions,1465231154,,answer,124,6,
133,substitutions,1465220259,,answer,125,3,предмет
238,substitutions,1465220945,,answer,125,2,
450,substitutions,1465231203,,answer,125,6,
210,substitutions,1465220812,,answer,126,2,пожитки
310,substitutions,1465221259,,answer,126,3,пожитки
518,substitutions,1465231988,,answer,126,6,пожитки
207,substitutions,1465220786,,answer,127,3,
208,substitutions,1465220787,,answer,127,2,
618,substitutions,1465233286,,answer,127,6,
27,substitutions,1465219044,,answer,128,2,
361,substitutions,1465221599,,answer,128,3,
478,substitutions,1465231572,,answer,128,6,
49,substitutions,1465219327,,answer,129,2,
312,substitutions,1465221270,,answer,129,3,
512,substitutions,1465231923,,answer,129,6,
31,substitutions,1465219097,,answer,130,2,
230,substitutions,1465220889,,answer,130,4,
426,substitutions,1465222303,,answer,130,3,
647,substitutions,1465233560,,answer,130,6,нечто
81,substitutions,1465219690,,answer,131,2,
351,substitutions,1465221536,,answer,131,3,
601,substitutions,1465232801,,answer,131,6,
33,substitutions,1465219122,,answer,132,2,
240,substitutions,1465220948,,answer,132,4,
445,substitutions,1465222436,,answer,132,3,что-то
625,substitutions,1465233348,,answer,132,6,
16,substitutions,1465218875,,answer,133,2,
343,substitutions,1465221490,,answer,133,3,
530,substitutions,1465232095,,answer,133,6,
99,substitutions,1465219964,,answer,134,2,
235,substitutions,1465220936,,answer,134,3,
559,substitutions,1465232443,,answer,134,6,продукт
52,substitutions,1465219378,,answer,135,2,
321,substitutions,1465221350,,answer,135,3,
586,substitutions,1465232669,,answer,135,6,
22,substitutions,1465218966,,answer,136,2,
402,substitutions,1465222125,,answer,136,3,
522,substitutions,1465232026,,answer,136,6,
84,substitutions,1465219851,,answer,137,2,путь
324,substitutions,1465221366,,answer,137,3,средство|подход|система
547,substitutions,1465232308,,answer,137,6,средство|прием
104,substitutions,1465220022,,answer,138,2,метода
368,substitutions,1465221638,,answer,138,3,
550,substitutions,1465232336,,answer,138,6,метода
135,substitutions,1465220270,,answer,139,2,расположение|местонахождение
282,substitutions,1465221128,,answer,139,3,расположение|нахождение|местонахождение|месторасположение
540,substitutions,1465232234,,answer,139,6,место|расположение|нахождение|локализация|местонахождение|месторасположение
187,substitutions,1465220697,,answer,140,3,адрес|положение|локация
252,substitutions,1465221001,,answer,140,2,
542,substitutions,1465232253,,answer,140,6,адрес|положение|локация|координаты
140,substitutions,1465220383,,answer,141,2,местонахождение
344,substitutions,1465221501,,answer,141,3,сосредоточение|местонахождение|месторасположение
607,substitutions,1465232957,,answer,141,6,место|местонахождение|месторасположение
176,substitutions,1465220636,,answer,142,3,местоположение
254,substitutions,1465221016,,answer,142,2,местоположение|локация
520,substitutions,1465232009,,answer,142,6,местоположение|положение|локация|координаты
75,substitutions,1465219617,,answer,143,2,локализация
407,substitutions,1465222153,,answer,143,3,
579,substitutions,1465232611,,answer,143,6,локализация
43,substitutions,1465219271,,answer,144,2,размещение
374,substitutions,1465221668,,answer,144,3,
526,substitutions,1465232070,,answer,144,6,
155,substitutions,1465220502,,answer,145,2,
405,substitutions,1465222139,,answer,145,3,
599,substitutions,1465232784,,answer,145,6,
53,substitutions,1465219384,,answer,146,2,
403,substitutions,1465222131,,answer,146,3,
563,substitutions,1465232478,,answer,146,6,
42,substitutions,1465219252,,answer,147,2,
263,substitutions,1465221069,,answer,147,3,
557,substitutions,1465232424,,answer,147,6,
131,substitutions,1465220250,,answer,148,3,
259,substitutions,1465221045,,answer,148,2,
582,substitutions,1465232636,,answer,148,6,
89,substitutions,1465219882,,answer,149,2,
219,substitutions,1465220838,,answer,149,3,
539,substitutions,1465232215,,answer,149,6,
32,substitutions,1465219106,,answer,150,2,
293,substitutions,1465221168,,answer,150,4,
416,substitutions,1465222251,,answer,150,3,отношение
631,substitutions,1465233414,,answer,150,6,
83,substitutions,1465219767,,answer,151,2,местонахождение|месторасположение
353,substitutions,1465221547,,answer,151,3,сосредоточение|местонахождение|месторасположение
524,substitutions,1465232053,,answer,151,6,место|обстановка|сосредоточение|местонахождение|месторасположение
186,substitutions,1465220690,,answer,152,2,местоположение
399,substitutions,1465221827,,answer,152,3,местоположение|локация
616,substitutions,1465233272,,answer,152,6,местоположение|локация|координаты
2,substitutions,1465218623,,answer,153,2,помещение
355,substitutions,1465221561,,answer,153,3,
569,substitutions,1465232531,,answer,153,6,нахождение|локализация|помещение
111,substitutions,1465220145,,answer,154,2,местопребывание
301,substitutions,1465221197,,answer,154,3,позиция|местопребывание
471,substitutions,1465231500,,answer,154,6,пункт|местопребывание
193,substitutions,1465220726,,answer,155,3,
212,substitutions,1465220816,,answer,155,2,
476,substitutions,1465231551,,answer,155,6,пребывание
119,substitutions,1465220192,,answer,156,2,
389,substitutions,1465221772,,answer,156,3,
509,substitutions,1465231898,,answer,156,6,место
26,substitutions,1465219011,,answer,157,2,
413,substitutions,1465222236,,answer,157,3,статус|позиция
554,substitutions,1465232398,,answer,157,6,статус|служба|позиция
154,substitutions,1465220499,,answer,158,2,
414,substitutions,1465222241,,answer,158,3,статус
545,substitutions,1465232280,,answer,158,6,
92,substitutions,1465219905,,answer,159,2,
393,substitutions,1465221791,,answer,159,3,позиция
587,substitutions,1465232677,,answer,159,6,
77,substitutions,1465219640,,answer,160,2,место
341,substitutions,1465221483,,answer,160,3,статус|позиция
541,substitutions,1465232241,,answer,160,6,
120,substitutions,1465220201,,answer,161,2,пост
412,substitutions,1465222228,,answer,161,3,статус|позиция
483,substitutions,1465231624,,answer,161,6,место|статус|позиция|пост
129,substitutions,1465220243,,answer,162,3,место|точка
246,substitutions,1465220976,,answer,162,2,место|точка
507,substitutions,1465231879,,answer,162,6,место|местоположение|точка
157,substitutions,1465220513,,answer,163,3,
283,substitutions,1465221129,,answer,163,2,
548,substitutions,1465232315,,answer,163,6,
209,substitutions,1465220795,,answer,164,2,
211,substitutions,1465220814,,answer,164,3,
474,substitutions,1465231526,,answer,164,6,
190,substitutions,1465220713,,answer,165,3,база|место
233,substitutions,1465220920,,answer,165,2,место|местечко
525,substitutions,1465232063,,answer,165,6,база|место|расположение
127,substitutions,1465220236,,answer,166,2,точка
328,substitutions,1465221392,,answer,166,3,точка|станция
577,substitutions,1465232592,,answer,166,6,пост
36,substitutions,1465219195,,answer,167,2,пункт
379,substitutions,1465221708,,answer,167,3,
468,substitutions,1465231471,,answer,167,6,стоянка|база|место|пункт
78,substitutions,1465219654,,answer,168,2,
268,substitutions,1465221086,,answer,168,4,
438,substitutions,1465222376,,answer,168,3,
638,substitutions,1465233452,,answer,168,6,пост
152,substitutions,1465220491,,answer,169,3,стоянка|база|вокзал
227,substitutions,1465220874,,answer,169,2,стоянка
531,substitutions,1465232106,,answer,169,6,стоянка|пункт|вокзал
72,substitutions,1465219579,,answer,170,2,остановка
215,substitutions,1465220824,,answer,170,3,точка
479,substitutions,1465231582,,answer,170,6,пост|остановка
109,substitutions,1465220114,,answer,171,2,пункт
366,substitutions,1465221629,,answer,171,3,база|пункт
574,substitutions,1465232564,,answer,171,6,база|пункт
73,substitutions,1465219592,,answer,172,2,точка
315,substitutions,1465221289,,answer,172,3,пост
558,substitutions,1465232434,,answer,172,6,пост
145,substitutions,1465220421,,answer,173,2,
253,substitutions,1465221011,,answer,173,4,
428,substitutions,1465222319,,answer,173,3,
621,substitutions,1465233325,,answer,173,6,
177,substitutions,1465220641,,answer,174,3,
228,substitutions,1465220879,,answer,174,2,
449,substitutions,1465231185,,answer,174,6,
149,substitutions,1465220465,,answer,175,2,
384,substitutions,1465221747,,answer,175,3,пункт
458,substitutions,1465231321,,answer,175,6,
171,substitutions,1465220609,,answer,176,2,
300,substitutions,1465221190,,answer,176,3,пост
596,substitutions,1465232766,,answer,176,6,точка
179,substitutions,1465220652,,answer,177,3,база|пункт
229,substitutions,1465220888,,answer,177,2,
513,substitutions,1465231938,,answer,177,6,место|пункт
116,substitutions,1465220172,,answer,178,3,пост
241,substitutions,1465220950,,answer,178,2,
500,substitutions,1465231794,,answer,178,6,остановка
46,substitutions,1465219300,,answer,179,2,
329,substitutions,1465221398,,answer,179,3,среда
523,substitutions,1465232039,,answer,179,6,город|место
19,substitutions,1465218918,,answer,180,2,
237,substitutions,1465220943,,answer,180,4,
432,substitutions,1465222348,,answer,180,3,село|деревня|хутор
629,substitutions,1465233382,,answer,180,6,деревня
37,substitutions,1465219206,,answer,181,2,
306,substitutions,1465221237,,answer,181,3,
521,substitutions,1465232017,,answer,181,6,
18,substitutions,1465218909,,answer,182,2,
395,substitutions,1465221805,,answer,182,3,территория|поселок|аул|владение|столица
463,substitutions,1465231399,,answer,182,6,владение
125,substitutions,1465220218,,answer,183,3,
223,substitutions,1465220849,,answer,183,2,
464,substitutions,1465231409,,answer,183,6,помещение
91,substitutions,1465219898,,answer,184,2,
382,substitutions,1465221737,,answer,184,3,
612,substitutions,1465233007,,answer,184,6,
175,substitutions,1465220632,,answer,185,2,
409,substitutions,1465222165,,answer,185,3,станица
510,substitutions,1465231907,,answer,185,6,станица
93,substitutions,1465219909,,answer,186,2,
326,substitutions,1465221379,,answer,186,3,
462,substitutions,1465231385,,answer,186,6,окрестность
79,substitutions,1465219678,,answer,187,2,
275,substitutions,1465221110,,answer,187,3,
491,substitutions,1465231700,,answer,187,6,
195,substitutions,1465220737,,answer,188,2,место
265,substitutions,1465221076,,skip,188,4,
398,substitutions,1465221821,,answer,188,3,город|место|государство|регион|околица
566,substitutions,1465232502,,answer,188,6,место|регион|околица
147,substitutions,1465220446,,answer,189,3,местечко
281,substitutions,1465221123,,answer,189,2,местечко
498,substitutions,1465231774,,answer,189,6,село|местечко|деревня|хутор
5,substitutions,1465218698,,answer,190,2,район
340,substitutions,1465221477,,answer,190,3,царство|урочище|округ|поселение|район
604,substitutions,1465232833,,answer,190,6,район
66,substitutions,1465219530,,answer,191,2,
243,substitutions,1465220961,,answer,191,4,
425,substitutions,1465222298,,answer,191,3,территория|поселок|аул|владение|столица|уезд
633,substitutions,1465233432,,answer,191,6,территория|владение
