ипподром	казнохранилище	область	мастерство	станция	земля	местонахождение			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
искусство	станица	месторасположение	местоположение	простор	весь	хранилище			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
дело	вместилище	промежуток	складочное место	околоток	крепость	страна			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
уголок	губерния	остановка	призвание	звание	арена	окраина			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
сокровищница	пребывание	улица	функция	город	синекура	отправление			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
государство	ремесло	регион	водовместилище	поле	село	местечко			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
библиотека	водоем	гнездилище	округ	поселение	территория	резервуар			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
поселок	ризница	аул	работа	трек	графство	аквариум			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
столица	локализация	уезд	площадь	книгохранилище	полоса	циклодром			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
местопребывание	пост	приют	база	амплуа	кабинет	специальность			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
местность	рукоделие	форум	сосредоточение	поляна	ристалище	статус			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
положение	локация	координаты	депо	поприще	должность	округа			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
торговля	сторона	круг	пространство	колония	позиция	арсенал			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
занятие	промышленность	точка							По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	4_1										
бассейн	убежище	околица	расположение	манеж	гнездо	деревня			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
хутор	царство	угол	урочище	профессия	роль	отделение			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
район	областной центр	владение	объем	служба	житница	склад			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
промысел	край	помещение	пункт	поместье	обязанность	закоулок			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
ипподром	казнохранилище	область	мастерство	станция	земля	местонахождение			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
искусство	станица	месторасположение	местоположение	простор	весь	хранилище			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
дело	вместилище	промежуток	складочное место	околоток	крепость	страна			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
уголок	губерния	остановка	призвание	звание	арена	окраина			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
сокровищница	пребывание	улица	функция	город	синекура	отправление			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
государство	ремесло	регион	водовместилище	поле	село	местечко			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
библиотека	водоем	гнездилище	округ	поселение	территория	резервуар			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
поселок	ризница	аул	работа	трек	графство	аквариум			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
столица	локализация	уезд	площадь	книгохранилище	полоса	циклодром			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
местопребывание	пост	приют	база	амплуа	кабинет	специальность			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
местность	рукоделие	форум	сосредоточение	поляна	ристалище	статус			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
положение	локация	координаты	депо	поприще	должность	округа			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
торговля	сторона	круг	пространство	колония	позиция	арсенал			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
занятие	промышленность	точка							И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	5_1										
бассейн	убежище	околица	расположение	манеж	гнездо	деревня			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
хутор	царство	угол	урочище	профессия	роль	отделение			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
район	областной центр	владение	объем	служба	житница	склад			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
промысел	край	помещение	пункт	поместье	обязанность	закоулок			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
ипподром	казнохранилище	область	мастерство	станция	земля	местонахождение			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
искусство	станица	месторасположение	местоположение	простор	весь	хранилище			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
дело	вместилище	промежуток	складочное место	околоток	крепость	страна			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
уголок	губерния	остановка	призвание	звание	арена	окраина			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
сокровищница	пребывание	улица	функция	город	синекура	отправление			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
государство	ремесло	регион	водовместилище	поле	село	местечко			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
библиотека	водоем	гнездилище	округ	поселение	территория	резервуар			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
поселок	ризница	аул	работа	трек	графство	аквариум			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
столица	локализация	уезд	площадь	книгохранилище	полоса	циклодром			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
местопребывание	пост	приют	база	амплуа	кабинет	специальность			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
местность	рукоделие	форум	сосредоточение	поляна	ристалище	статус			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
положение	локация	координаты	депо	поприще	должность	округа			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
торговля	сторона	круг	пространство	колония	позиция	арсенал			Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
занятие	промышленность	точка							Посети наши <b><font color="#cc0000">места</font></b>.	6_1										
город	место	околица	обстановка	поза	поле	село			Ночью пришло приказание начальника 3 В.-С. Стр. дивизии г.-м. Кашталинского оставаться на предстоящий день на занимаемых накануне <b><font color="#cc0000">позициях</font></b> и обороняться во что бы то ни стало.	7_1										
расположение	манеж	местечко	деревня	хутор	урочище	округ			Ночью пришло приказание начальника 3 В.-С. Стр. дивизии г.-м. Кашталинского оставаться на предстоящий день на занимаемых накануне <b><font color="#cc0000">позициях</font></b> и обороняться во что бы то ни стало.	7_1										
поселение	район	территория	поселок	аул	точка зрения	трек			Ночью пришло приказание начальника 3 В.-С. Стр. дивизии г.-м. Кашталинского оставаться на предстоящий день на занимаемых накануне <b><font color="#cc0000">позициях</font></b> и обороняться во что бы то ни стало.	7_1										
столица	локализация	уезд	площадь	обстоятельства	край	помещение			Ночью пришло приказание начальника 3 В.-С. Стр. дивизии г.-м. Кашталинского оставаться на предстоящий день на занимаемых накануне <b><font color="#cc0000">позициях</font></b> и обороняться во что бы то ни стало.	7_1										
размещение	пункт	поместье	полоса	циклодром	местопребывание	пост			Ночью пришло приказание начальника 3 В.-С. Стр. дивизии г.-м. Кашталинского оставаться на предстоящий день на занимаемых накануне <b><font color="#cc0000">позициях</font></b> и обороняться во что бы то ни стало.	7_1										
ипподром	состояние	местность	подход	область	сосредоточение	станция			Ночью пришло приказание начальника 3 В.-С. Стр. дивизии г.-м. Кашталинского оставаться на предстоящий день на занимаемых накануне <b><font color="#cc0000">позициях</font></b> и обороняться во что бы то ни стало.	7_1										
поляна	местонахождение	ристалище	станица	месторасположение	местоположение	статус			Ночью пришло приказание начальника 3 В.-С. Стр. дивизии г.-м. Кашталинского оставаться на предстоящий день на занимаемых накануне <b><font color="#cc0000">позициях</font></b> и обороняться во что бы то ни стало.	7_1										
простор	положение	весь	локация	координаты	поприще	должность			Ночью пришло приказание начальника 3 В.-С. Стр. дивизии г.-м. Кашталинского оставаться на предстоящий день на занимаемых накануне <b><font color="#cc0000">позициях</font></b> и обороняться во что бы то ни стало.	7_1										
взгляд	промежуток	околоток	сторона	постановка	крепость	страна			Ночью пришло приказание начальника 3 В.-С. Стр. дивизии г.-м. Кашталинского оставаться на предстоящий день на занимаемых накануне <b><font color="#cc0000">позициях</font></b> и обороняться во что бы то ни стало.	7_1										
уголок	пространство	наименование	губерния	колония	воззрение	жизнь			Ночью пришло приказание начальника 3 В.-С. Стр. дивизии г.-м. Кашталинского оставаться на предстоящий день на занимаемых накануне <b><font color="#cc0000">позициях</font></b> и обороняться во что бы то ни стало.	7_1										
условия	ситуация	арена	окраина	форт	пребывание	отношение	точка		Ночью пришло приказание начальника 3 В.-С. Стр. дивизии г.-м. Кашталинского оставаться на предстоящий день на занимаемых накануне <b><font color="#cc0000">позициях</font></b> и обороняться во что бы то ни стало.	7_1										
бассейн	убежище	околица	расположение	манеж	гнездо	деревня			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
хутор	царство	угол	урочище	профессия	роль	отделение			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
район	областной центр	владение	объем	служба	житница	склад			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
промысел	край	помещение	пункт	поместье	обязанность	закоулок			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
ипподром	казнохранилище	область	мастерство	станция	земля	местонахождение			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
искусство	станица	месторасположение	местоположение	простор	весь	хранилище			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
дело	вместилище	промежуток	складочное место	околоток	крепость	страна			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
уголок	губерния	остановка	призвание	звание	арена	окраина			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
сокровищница	пребывание	улица	функция	город	синекура	отправление			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
государство	ремесло	регион	водовместилище	поле	село	местечко			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
библиотека	водоем	гнездилище	округ	поселение	территория	резервуар			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
поселок	ризница	аул	работа	трек	графство	аквариум			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
столица	локализация	уезд	площадь	книгохранилище	полоса	циклодром			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
местопребывание	пост	приют	база	амплуа	кабинет	специальность			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
местность	рукоделие	форум	сосредоточение	поляна	ристалище	статус			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	8_1										
